ActionId,ActionReason,ActionReasonCode,ActionReasonId,ActiveStatus,ActiveStatusMeaning,AnnualWorkingDurationUnits,AnnualWorkingDurationUnitsMeaning,BillToSiteFlag,CreatedBy,CreationDate,Description,DesignatedReceiverId,DesignatedReceiverName,DesignatedReceiverNumber,EffectiveEndDate,EffectiveStartDate,EmailAddress,EmployeeLocationFlag,FaxAreaCode,FaxCountryCode,FaxExtension,FaxNumber,GeoHierarchyNodeCode,GeoHierarchyNodeName,InventoryOrganizationId,InventoryOrganizationName,LastUpdateDate,LastUpdatedBy,LocationCode,LocationId,LocationName,MainPhoneAreaCode,MainPhoneCountryCode,MainPhoneExtension,MainPhoneNumber,OfficeSiteFlag,OfficialLanguageCode,OfficialLanguageMeaning,OtherPhoneAreaCode,OtherPhoneCountryCode,OtherPhoneExtension,OtherPhoneNumber,ReceivingSiteFlag,SetCode,SetId,SetName,ShipToLocationCode,ShipToLocationId,ShipToLocationName,ShipToSiteFlag,StandardAnnualWorkingDuration,StandardWorkingFrequency,StandardWorkingFrequencyMeaning,StandardWorkingHours,addresses,attachments,bannerOverrideMessages,locationLegislativeEFF,locationsDFF,locationsEFFContainer
,Postal Zone,PER_ZIPCHANGE,300000000192174,A,Active,,,True,venkat@squareup.com,2018-11-16T00:29:11+00:00,Ingram Micro Canada - Georgetown Facility (Branch 40 – CATO),,,,4712-12-31,2025-04-22,,True,,,,,,,300000010119974,IMC Warehouse,2025-04-22T22:07:33.501+00:00,Mithun@Block.Xyz,INGRAM_CAN_BR40,300000009672085,IMC(Ingram MIcro Canada) - Mississauga,,,,,True,,,,,,,True,COMMON,0,Common Set,INGRAM_CAN_BR40,300000009672085,IMC(Ingram MIcro Canada) - Mississauga,True,,,,,"[{'EffectiveStartDate': '2025-04-22', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': 'CEVA Logistics – Halton Hills Site', 'AddressLine2': '6 Cleve Court, Unit #2', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Georgetown', 'Region1': None, 'Region2': None, 'Region3': 'ON', 'Country': 'CA', 'PostalCode': 'L7G 0L7', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'venkat@squareup.com', 'CreationDate': '2018-11-16T00:29:11.374+00:00', 'LastUpdatedBy': 'Mithun@Block.Xyz', 'LastUpdateDate': '2025-04-22T22:07:33.588+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000009672086, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000009672085}]","[{'LocationDetailsId': 300000009672084, 'EffectiveStartDate': '2025-04-22', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,raghavender@squareup.com,2018-11-21T19:27:14+00:00,,,,,4712-12-31,2018-11-21,,True,,,,,,,,,2018-11-21T19:28:10.754+00:00,raghavender@squareup.com,US - PA - Philadelphia - South Broad,300000010997197,US - PA - Philadelphia - South Broad,,,,,True,,,,,,,True,COMMON,0,Common Set,US - PA - Philadelphia - South Broad,300000010997197,US - PA - Philadelphia - South Broad,True,,,,,"[{'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '230 South Broad Street', 'AddressLine2': '17th Floor', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Philadelphia', 'Region1': None, 'Region2': 'PA', 'Region3': None, 'Country': 'US', 'PostalCode': '19102', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'raghavender@squareup.com', 'CreationDate': '2018-11-21T19:27:14.034+00:00', 'LastUpdatedBy': 'raghavender@squareup.com', 'LastUpdateDate': '2018-11-21T19:28:10.924+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000010997198, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000010997197}]","[{'LocationDetailsId': 300000010997196, 'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,I,Inactive,,,True,raghavender@squareup.com,2018-11-21T19:28:31+00:00,,,,,4712-12-31,2018-11-21,,True,,,,,,,,,2021-10-22T00:03:28.748+00:00,asaini@squareup.com,US - TX - Austin,300000010997224,US - TX - Austin,,,,,True,,,,,,,True,COMMON,0,Common Set,US - TX - Austin,300000010997224,US - TX - Austin,True,,,,,"[{'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '600 Congress Avenue', 'AddressLine2': None, 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Austin', 'Region1': None, 'Region2': 'TX', 'Region3': None, 'Country': 'US', 'PostalCode': '78701', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'raghavender@squareup.com', 'CreationDate': '2018-11-21T19:28:31.036+00:00', 'LastUpdatedBy': 'raghavender@squareup.com', 'LastUpdateDate': '2018-11-21T19:29:29.698+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000010997225, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000010997224}]","[{'LocationDetailsId': 300000010997223, 'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,I,Inactive,,,True,raghavender@squareup.com,2018-11-21T19:29:44+00:00,,,,,4712-12-31,2018-11-21,,True,,,,,,,,,2021-10-22T00:03:55.308+00:00,asaini@squareup.com,US - TX - Dallas,300000010997251,US - TX - Dallas,,,,,True,,,,,,,True,COMMON,0,Common Set,US - TX - Dallas,300000010997251,US - TX - Dallas,True,,,,,"[{'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '1920 McKinney Ave', 'AddressLine2': '7th Floor', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Dallas', 'Region1': None, 'Region2': 'TX', 'Region3': None, 'Country': 'US', 'PostalCode': '75201', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'raghavender@squareup.com', 'CreationDate': '2018-11-21T19:29:44.033+00:00', 'LastUpdatedBy': 'raghavender@squareup.com', 'LastUpdateDate': '2018-11-21T19:30:35.809+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000010997252, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000010997251}]","[{'LocationDetailsId': 300000010997250, 'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,raghavender@squareup.com,2018-11-21T19:30:56+00:00,,,,,4712-12-31,2018-11-21,,True,,,,,,,,,2018-11-21T19:32:05.341+00:00,raghavender@squareup.com,US - UT - Salt Lake City,300000010997278,US - UT - Salt Lake City,,,,,True,,,,,,,True,COMMON,0,Common Set,US - UT - Salt Lake City,300000010997278,US - UT - Salt Lake City,True,,,,,"[{'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '3165 E. Millrock Drive', 'AddressLine2': 'Suite 160', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Holladay', 'Region1': None, 'Region2': 'UT', 'Region3': None, 'Country': 'US', 'PostalCode': '84121', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'raghavender@squareup.com', 'CreationDate': '2018-11-21T19:30:56.033+00:00', 'LastUpdatedBy': 'raghavender@squareup.com', 'LastUpdateDate': '2018-11-21T19:32:05.477+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000010997279, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000010997278}]","[{'LocationDetailsId': 300000010997277, 'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,Relocation,PER_RELOCATION,300000000192171,A,Active,,,True,raghavender@squareup.com,2018-11-21T19:32:18+00:00,,,,,4712-12-31,2019-01-01,,True,,,,,,,,,2020-04-15T15:33:53.608+00:00,raghavender@squareup.com,US - WA - Seattle,300000010997305,US - WA - Seattle,,,,,True,,,,,,,True,COMMON,0,Common Set,US - WA - Seattle,300000010997305,US - WA - Seattle,True,,,,,"[{'EffectiveStartDate': '2019-01-01', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '1215 Fourth Avenue', 'AddressLine2': 'Suite 2300', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Seattle', 'Region1': None, 'Region2': 'WA', 'Region3': None, 'Country': 'US', 'PostalCode': '98161', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'raghavender@squareup.com', 'CreationDate': '2018-11-21T19:32:18.033+00:00', 'LastUpdatedBy': 'raghavender@squareup.com', 'LastUpdateDate': '2020-04-15T15:33:53.755+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000010997306, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000010997305}]","[{'LocationDetailsId': 300000010997304, 'EffectiveStartDate': '2019-01-01', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,raghavender@squareup.com,2020-02-19T21:16:58+00:00,,,,,4712-12-31,1951-01-01,,True,,,,,,,,,2020-02-19T21:19:12.185+00:00,raghavender@squareup.com,CA - ON - Toronto - Spadina,300000238417919,CA - ON - Toronto - Spadina,,,,,True,,,,,,,True,COMMON,0,Common Set,CA - ON - Toronto - Spadina,300000238417919,CA - ON - Toronto - Spadina,True,,,,,"[{'EffectiveStartDate': '1951-01-01', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '129 Spadina Avenue', 'AddressLine2': '6th Floor', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Toronto', 'Region1': None, 'Region2': None, 'Region3': 'ON', 'Country': 'CA', 'PostalCode': 'M5V 2L3', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'raghavender@squareup.com', 'CreationDate': '2020-02-19T21:16:59.266+00:00', 'LastUpdatedBy': 'raghavender@squareup.com', 'LastUpdateDate': '2020-02-19T21:19:13.423+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000238417920, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000238417919}]","[{'LocationDetailsId': 300000238417918, 'EffectiveStartDate': '1951-01-01', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,I,Inactive,,,True,vinay@squareup.com,2020-03-18T11:57:51+00:00,US - MO - St. Louis - One Metropolitan Square,,,,4712-12-31,2001-01-01,,True,,,,,,,,,2021-10-22T00:02:33.347+00:00,asaini@squareup.com,US - MO - St. Louis - One Metropolitan Square,300000263942561,US - MO - St. Louis - One Metropolitan Square,,,,,True,,,,,,,True,COMMON,0,Common Set,US - MO - St. Louis - One Metropolitan Square,300000263942561,US - MO - St. Louis - One Metropolitan Square,True,,,,,"[{'EffectiveStartDate': '2001-01-01', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': 'One Metropolitan Square', 'AddressLine2': None, 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'St. Louis', 'Region1': None, 'Region2': 'MO', 'Region3': None, 'Country': 'US', 'PostalCode': '63102', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'vinay@squareup.com', 'CreationDate': '2020-03-18T11:57:51.044+00:00', 'LastUpdatedBy': 'vinay@squareup.com', 'LastUpdateDate': '2020-03-18T11:58:43.802+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000263942562, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000263942561}]","[{'LocationDetailsId': 300000263942560, 'EffectiveStartDate': '2001-01-01', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,vinay@squareup.com,2020-03-18T12:01:52+00:00,US - OR - Portland - 400 SW 6th Ave.,,,,4712-12-31,2001-01-01,,True,,,,,,,,,2020-03-18T12:02:56.124+00:00,vinay@squareup.com,US - OR - Portland - 400 SW 6th Ave.,300000269819774,US - OR - Portland - 400 SW 6th Ave.,,,,,True,,,,,,,True,COMMON,0,Common Set,US - OR - Portland - 400 SW 6th Ave.,300000269819774,US - OR - Portland - 400 SW 6th Ave.,True,,,,,"[{'EffectiveStartDate': '2001-01-01', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '400 SW 6th Ave.', 'AddressLine2': 'Floors 10 & 11', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Portland', 'Region1': None, 'Region2': 'OR', 'Region3': None, 'Country': 'US', 'PostalCode': '97204', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'vinay@squareup.com', 'CreationDate': '2020-03-18T12:01:52.047+00:00', 'LastUpdatedBy': 'vinay@squareup.com', 'LastUpdateDate': '2020-03-18T12:02:56.247+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000269819775, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000269819774}]","[{'LocationDetailsId': 300000269819773, 'EffectiveStartDate': '2001-01-01', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,I,Inactive,,,True,pavan1@squareup.com,2020-03-22T20:52:25+00:00,BRS Inventory Purchase Location,,,,4712-12-31,2020-03-22,,True,,,,,,,300000008819938,MEL Warehouse,2022-09-08T05:25:52.062+00:00,sanjana@squareup.com,"Square AU, Pty Ltd c/o Expeditors Melbourne (Inventory)",300000263152035,"Square AU, Pty Ltd c/o Expeditors Melbourne",,,,,True,,,,,,,True,COMMON,0,Common Set,"Square AU, Pty Ltd c/o Expeditors Melbourne (Inventory)",300000263152035,"Square AU, Pty Ltd c/o Expeditors Melbourne",True,,,,,"[{'EffectiveStartDate': '2020-03-22', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': 'Square AU, Pty Ltd c/o Expeditors Melbourne', 'AddressLine2': '28 Keilor Park Drive, Keilor East,', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Melbourne', 'Region1': None, 'Region2': 'Victoria', 'Region3': None, 'Country': 'AU', 'PostalCode': '3033', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'pavan1@squareup.com', 'CreationDate': '2020-03-22T20:52:25.066+00:00', 'LastUpdatedBy': 'pavan1@squareup.com', 'LastUpdateDate': '2020-03-22T20:57:42.338+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000263152036, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000263152035}]","[{'LocationDetailsId': 300000263152034, 'EffectiveStartDate': '2020-03-22', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,raghavender@squareup.com,2021-01-05T22:10:17+00:00,"Lvovo g. 105A
2 aukstas
08104 Vilnius",,,,4712-12-31,1951-01-01,,True,,,,,,,,,2021-01-07T16:35:11.346+00:00,vsangavi@squareup.com,LT - Vilnius,300000568270690,LT - Vilnius,,,,,True,,,,,,,True,COMMON,0,Common Set,LT - Vilnius,300000568270690,LT - Vilnius,True,,,,,"[{'EffectiveStartDate': '1951-01-01', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': 'Lvovo g. 105A', 'AddressLine2': '2 aukstas', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Vilnius', 'Region1': None, 'Region2': '08104', 'Region3': None, 'Country': 'LT', 'PostalCode': 'LT-08104', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'raghavender@squareup.com', 'CreationDate': '2021-01-05T22:10:17.175+00:00', 'LastUpdatedBy': 'vsangavi@squareup.com', 'LastUpdateDate': '2021-01-07T16:35:12.043+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000568270691, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000568270690}]","[{'LocationDetailsId': 300000568270689, 'EffectiveStartDate': '1951-01-01', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[]
,,,,A,Active,,,True,phani@squareup.com,2021-03-30T10:18:06+00:00,Updated as per FBS-23704,,,,4712-12-31,2023-07-31,,True,,,,,,,,,2023-07-31T12:21:02.101+00:00,dhatri@squareup.com,DE - Berlin - Friedrichstrasse,300000647492123,DE - Berlin - Friedrichstrasse,,,,,True,,,,,,,True,COMMON,0,Common Set,DE - Berlin - Friedrichstrasse,300000647492123,DE - Berlin - Friedrichstrasse,True,,,,,"[{'EffectiveStartDate': '2023-07-31', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': 'Münzstraße 12', 'AddressLine2': 'MindSpace', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Berlin', 'Region1': None, 'Region2': None, 'Region3': None, 'Country': 'DE', 'PostalCode': '10178', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': 'DE', 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'phani@squareup.com', 'CreationDate': '2021-03-30T10:18:06.076+00:00', 'LastUpdatedBy': 'dhatri@squareup.com', 'LastUpdateDate': '2023-07-31T12:21:02.536+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000647492124, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000647492123}]","[{'LocationDetailsId': 300000647492122, 'EffectiveStartDate': '2023-07-31', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[]
,,,,A,Active,,,True,vinay@squareup.com,2021-04-14T10:09:31+00:00,,,,,4712-12-31,1951-01-01,,True,,,,,,,,,2021-04-14T10:23:51.659+00:00,vinay@squareup.com,US - UT - South Main,300000670523320,US - UT - South Main,,,,,True,,,,,,,True,COMMON,0,Common Set,US - UT - South Main,300000670523320,US - UT - South Main,True,,,,,"[{'EffectiveStartDate': '1951-01-01', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '136 South Main Street', 'AddressLine2': 'Suite 400', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Salt Lake City', 'Region1': None, 'Region2': 'UT', 'Region3': None, 'Country': 'US', 'PostalCode': '84101', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'vinay@squareup.com', 'CreationDate': '2021-04-14T10:09:31.253+00:00', 'LastUpdatedBy': 'vinay@squareup.com', 'LastUpdateDate': '2021-04-14T10:23:51.831+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000670523321, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000670523320}]","[{'LocationDetailsId': 300000670523319, 'EffectiveStartDate': '1951-01-01', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[]
,,,,A,Active,,,True,FUSION_APPS_HCM_ESS_LOADER_APPID,2021-06-15T19:43:24.129+00:00,,,,,4712-12-31,2000-01-01,,True,,,,,,,,,2021-06-15T19:43:32.475+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,GB - London (inactive),300000749418489,GB - London (inactive),,,,,True,,,,,,,True,COMMON,0,Common Set,GB - London (inactive),300000749418489,GB - London (inactive),True,,,,,"[{'EffectiveStartDate': '2000-01-01', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '250 Tottenham Court Rd', 'AddressLine2': 'Fitzrovia', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'London', 'Region1': 'London', 'Region2': None, 'Region3': None, 'Country': 'GB', 'PostalCode': 'W1T 7QZ', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'FUSION_APPS_HCM_ESS_LOADER_APPID', 'CreationDate': '2021-06-15T19:43:24.144+00:00', 'LastUpdatedBy': 'FUSION_APPS_HCM_ESS_LOADER_APPID', 'LastUpdateDate': '2021-06-15T19:43:32.865+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000749418491, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000749418489}]","[{'LocationDetailsId': 300000749418490, 'EffectiveStartDate': '2000-01-01', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,pavan@squareup.com,2018-06-07T16:57:00+00:00,Toronto,,,,4712-12-31,1951-01-01,,True,,,,,,,300000002022320,YYZ Warehouse,2019-06-28T21:33:48.500+00:00,mukund1@squareup.com,Toronto,300000002003043,Toronto,,,,,True,,,,,,,True,COMMON,0,Common Set,Toronto,300000002003043,Toronto,True,,,,,"[{'EffectiveStartDate': '1951-01-01', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '155 Wellington St West,', 'AddressLine2': None, 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Toronto', 'Region1': None, 'Region2': None, 'Region3': 'ON', 'Country': 'CA', 'PostalCode': 'MSV 317', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'pavan@squareup.com', 'CreationDate': '2018-06-07T16:57:01.637+00:00', 'LastUpdatedBy': 'mukund1@squareup.com', 'LastUpdateDate': '2019-06-28T21:33:48.604+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000002003044, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000002003043}]","[{'LocationDetailsId': 300000002003042, 'EffectiveStartDate': '1951-01-01', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
